제작자,차명,생산기간(부터),생산기간(까지),리콜개시일,리콜사유
메르세데스벤츠코리아(주),GLC 250 d 4MATIC,2018-01-27,2018-01-27,2021-07-30,서비스 센터의 수리 작업 공정 오류로 인하여 전방 고정 부가 폴리카보네이트(polycarbonate) 패널인 경우 접합부가 사양에 맞지 않게 접합되었을 수 있습니다. 폴리카보네이트 패널의 접착력이 시간이 지남에 따라 약화될 수 있습니다.
메르세데스벤츠코리아(주),GLC 220 d 4MATIC,2016-05-27,2017-09-28,2021-07-30,서비스 센터의 수리 작업 공정 오류로 인하여 전방 고정 부가 폴리카보네이트(polycarbonate) 패널인 경우 접합부가 사양에 맞지 않게 접합되었을 수 있습니다. 폴리카보네이트 패널의 접착력이 시간이 지남에 따라 약화될 수 있습니다.
메르세데스벤츠코리아(주),S 560 4MATIC,2017-10-13,2018-01-08,2021-07-30,서비스 센터의 수리 작업 공정 오류로 인하여 전방 고정 부가 폴리카보네이트(polycarbonate) 패널인 경우 접합부가 사양에 맞지 않게 접합되었을 수 있습니다. 폴리카보네이트 패널의 접착력이 시간이 지남에 따라 약화될 수 있습니다.
메르세데스벤츠코리아(주),S 500 4MATIC,2014-08-25,2014-08-25,2021-07-30,서비스 센터의 수리 작업 공정 오류로 인하여 전방 고정 부가 폴리카보네이트(polycarbonate) 패널인 경우 접합부가 사양에 맞지 않게 접합되었을 수 있습니다. 폴리카보네이트 패널의 접착력이 시간이 지남에 따라 약화될 수 있습니다.
메르세데스벤츠코리아(주),S 500,2016-03-15,2016-03-15,2021-07-30,서비스 센터의 수리 작업 공정 오류로 인하여 전방 고정 부가 폴리카보네이트(polycarbonate) 패널인 경우 접합부가 사양에 맞지 않게 접합되었을 수 있습니다. 폴리카보네이트 패널의 접착력이 시간이 지남에 따라 약화될 수 있습니다.
메르세데스벤츠코리아(주),C 200 Coupe,2016-04-13,2017-05-30,2021-07-30,서비스 센터의 수리 작업 공정 오류로 인하여 전방 고정 부가 폴리카보네이트(polycarbonate) 패널인 경우 접합부가 사양에 맞지 않게 접합되었을 수 있습니다. 폴리카보네이트 패널의 접착력이 시간이 지남에 따라 약화될 수 있습니다.
메르세데스벤츠코리아(주),C 220 d 4MATIC,2016-03-20,2016-03-20,2021-07-30,서비스 센터의 수리 작업 공정 오류로 인하여 전방 고정 부가 폴리카보네이트(polycarbonate) 패널인 경우 접합부가 사양에 맞지 않게 접합되었을 수 있습니다. 폴리카보네이트 패널의 접착력이 시간이 지남에 따라 약화될 수 있습니다.
메르세데스벤츠코리아(주),C 200,2019-11-12,2019-11-12,2021-07-30,서비스 센터의 수리 작업 공정 오류로 인하여 전방 고정 부가 폴리카보네이트(polycarbonate) 패널인 경우 접합부가 사양에 맞지 않게 접합되었을 수 있습니다. 폴리카보네이트 패널의 접착력이 시간이 지남에 따라 약화될 수 있습니다.
메르세데스벤츠코리아(주),AMG C 43 4MATIC,2018-08-21,2018-08-21,2021-07-30,서비스 센터의 수리 작업 공정 오류로 인하여 전방 고정 부가 폴리카보네이트(polycarbonate) 패널인 경우 접합부가 사양에 맞지 않게 접합되었을 수 있습니다. 폴리카보네이트 패널의 접착력이 시간이 지남에 따라 약화될 수 있습니다.
메르세데스벤츠코리아(주),C 300,2016-01-29,2016-01-29,2021-07-30,서비스 센터의 수리 작업 공정 오류로 인하여 전방 고정 부가 폴리카보네이트(polycarbonate) 패널인 경우 접합부가 사양에 맞지 않게 접합되었을 수 있습니다. 폴리카보네이트 패널의 접착력이 시간이 지남에 따라 약화될 수 있습니다.
메르세데스벤츠코리아(주),C 250 d 4MATIC,2017-06-27,2018-01-25,2021-07-30,서비스 센터의 수리 작업 공정 오류로 인하여 전방 고정 부가 폴리카보네이트(polycarbonate) 패널인 경우 접합부가 사양에 맞지 않게 접합되었을 수 있습니다. 폴리카보네이트 패널의 접착력이 시간이 지남에 따라 약화될 수 있습니다.
메르세데스벤츠코리아(주),A 200,2016-02-01,2017-07-27,2021-07-30,서비스 센터의 수리 작업 공정 오류로 인하여 전방 고정 부가 폴리카보네이트(polycarbonate) 패널인 경우 접합부가 사양에 맞지 않게 접합되었을 수 있습니다. 폴리카보네이트 패널의 접착력이 시간이 지남에 따라 약화될 수 있습니다.
메르세데스벤츠코리아(주),A 200 CDI,2013-07-30,2013-07-30,2021-07-30,서비스 센터의 수리 작업 공정 오류로 인하여 전방 고정 부가 폴리카보네이트(polycarbonate) 패널인 경우 접합부가 사양에 맞지 않게 접합되었을 수 있습니다. 폴리카보네이트 패널의 접착력이 시간이 지남에 따라 약화될 수 있습니다.
메르세데스벤츠코리아(주),AMG CLA 45 4MATIC,2016-02-02,2016-02-02,2021-07-30,서비스 센터의 수리 작업 공정 오류로 인하여 전방 고정 부가 폴리카보네이트(polycarbonate) 패널인 경우 접합부가 사양에 맞지 않게 접합되었을 수 있습니다. 폴리카보네이트 패널의 접착력이 시간이 지남에 따라 약화될 수 있습니다.
메르세데스벤츠코리아(주),CLA 250 4MATIC,2016-10-25,2016-10-25,2021-07-30,서비스 센터의 수리 작업 공정 오류로 인하여 전방 고정 부가 폴리카보네이트(polycarbonate) 패널인 경우 접합부가 사양에 맞지 않게 접합되었을 수 있습니다. 폴리카보네이트 패널의 접착력이 시간이 지남에 따라 약화될 수 있습니다.
메르세데스벤츠코리아(주),CLA 220,2017-09-13,2017-09-13,2021-07-30,서비스 센터의 수리 작업 공정 오류로 인하여 전방 고정 부가 폴리카보네이트(polycarbonate) 패널인 경우 접합부가 사양에 맞지 않게 접합되었을 수 있습니다. 폴리카보네이트 패널의 접착력이 시간이 지남에 따라 약화될 수 있습니다.
메르세데스벤츠코리아(주),CLA 200 d,2016-01-11,2016-01-11,2021-07-30,서비스 센터의 수리 작업 공정 오류로 인하여 전방 고정 부가 폴리카보네이트(polycarbonate) 패널인 경우 접합부가 사양에 맞지 않게 접합되었을 수 있습니다. 폴리카보네이트 패널의 접착력이 시간이 지남에 따라 약화될 수 있습니다.
메르세데스벤츠코리아(주),CLA 200 d 4MATIC,2015-12-18,2015-12-18,2021-07-30,서비스 센터의 수리 작업 공정 오류로 인하여 전방 고정 부가 폴리카보네이트(polycarbonate) 패널인 경우 접합부가 사양에 맞지 않게 접합되었을 수 있습니다. 폴리카보네이트 패널의 접착력이 시간이 지남에 따라 약화될 수 있습니다.
메르세데스벤츠코리아(주),CLA 200 CDI,2013-12-11,2013-12-11,2021-07-30,서비스 센터의 수리 작업 공정 오류로 인하여 전방 고정 부가 폴리카보네이트(polycarbonate) 패널인 경우 접합부가 사양에 맞지 않게 접합되었을 수 있습니다. 폴리카보네이트 패널의 접착력이 시간이 지남에 따라 약화될 수 있습니다.
다임러트럭코리아(주),스프린터 907,2019-10-24,2020-08-26,2021-07-30,차량 개발 과정 편차로 인하여 주차등이 사양에 맞지 않게 제작되었습니다. 해당 차량은 너비가 200 센티미터 이상 임에도 주차등이 설치되었으며 이는 ‘*자동차 및 자동차 부품의 성능과 기준에 관한 규칙 제40조의 3(주차등) 및 제47조(그 밖의 등화의 제한)’을 만족하지 못합니다.
다임러트럭코리아(주),스프린터 906,2014-10-07,2018-04-05,2021-07-30,"차량 품질검증 과정에서 뒷차축 속도센서에 수분이 유입될 가능성이 확인되었으며, 충분히 건조되지 않을 경우 전기적 오류가 발생되어 ESP(Electronic Stability Program_전자식 주행안전장치)가 해제될 수 있습니다."
다임러트럭코리아(주),스프린터 906,2013-09-02,2014-01-29,2021-07-30,"차량 품질검증 과정에서 뒷차축 속도센서에 수분이 유입될 가능성이 확인되었으며, 충분히 건조되지 않을 경우 전기적 오류가 발생되어 ESP(Electronic Stability Program_전자식 주행안전장치)가 해제될 수 있습니다."
혼다코리아(주),CBR650RA,2020-02-19,2020-08-25,2021-08-02,생산 공정상의 문제로 후부반사기의 반사 성능이 부족합니다.
혼다코리아(주),CB500XA,2020-04-24,2021-01-15,2021-08-02,생산 공정상의 문제로 후부반사기의 반사 성능이 부족합니다.
혼다코리아(주),CB500FA,2020-07-15,2020-07-25,2021-08-02,생산 공정상의 문제로 후부반사기의 반사 성능이 부족합니다.
혼다코리아(주),CBR500RA,2020-01-07,2021-01-08,2021-08-02,생산 공정상의 문제로 후부반사기의 반사 성능이 부족합니다.
혼다코리아(주),CMX500A,2020-02-03,2020-10-01,2021-08-02,생산 공정상의 문제로 후부반사기의 반사 성능이 부족합니다.
혼다코리아(주),CRF250RLA,2020-05-26,2020-07-29,2021-08-02,생산 공정상의 문제로 후부반사기의 반사 성능이 부족합니다.
혼다코리아(주),MSX125,2020-01-07,2020-06-11,2021-08-02,생산 공정상의 문제로 후부반사기의 반사 성능이 부족합니다.
혼다코리아(주),NBC110,2020-01-22,2020-10-07,2021-08-02,생산 공정상의 문제로 후부반사기의 반사 성능이 부족합니다.
혼다코리아(주),CB650RA,2020-02-19,2020-08-24,2021-08-02,생산 공정상의 문제로 후부반사기의 반사 성능이 부족합니다.
만트럭버스코리아(주),Lion's 2층 버스,2017-02-28,2017-03-31,2021-08-02,크랭크축의 가공상의 문제로 파손(절손) 가능성이 있습니다.
폭스바겐그룹코리아 주식회사,A6 2.4,1997-06-04,1997-11-06,2021-08-03,"특정 기간 내 특정 업체에서 생산된 운전석 에어백 유닛의 기밀성 불량으로 인하여, 사용 기간 중에 에어백 유닛으로 수분이 유입 될 가능성이 있습니다. 수분이 유입될 경우, 에어백 추진체(질산스트론튬)의 화학적 변형으로 인하여 추진체 특성이 변화될 수 있습니다. 이러한 경우, 에어백 전개 시 추진체가 설계 의도대로 작동하지 않을 가능성이 있습니다."
폭스바겐그룹코리아 주식회사,A4 1.8,1997-08-26,1998-10-09,2021-08-03,"특정 기간 내 특정 업체에서 생산된 운전석 에어백 유닛의 기밀성 불량으로 인하여, 사용 기간 중에 에어백 유닛으로 수분이 유입 될 가능성이 있습니다. 수분이 유입될 경우, 에어백 추진체(질산스트론튬)의 화학적 변형으로 인하여 추진체 특성이 변화될 수 있습니다. 이러한 경우, 에어백 전개 시 추진체가 설계 의도대로 작동하지 않을 가능성이 있습니다."
폭스바겐그룹코리아 주식회사,A8 4.2 quat.,2000-03-10,2000-03-10,2021-08-03,"특정 기간 내 특정 업체에서 생산된 운전석 에어백 유닛의 기밀성 불량으로 인하여, 사용 기간 중에 에어백 유닛으로 수분이 유입 될 가능성이 있습니다. 수분이 유입될 경우, 에어백 추진체(질산스트론튬)의 화학적 변형으로 인하여 추진체 특성이 변화될 수 있습니다. 이러한 경우, 에어백 전개 시 추진체가 설계 의도대로 작동하지 않을 가능성이 있습니다."
폭스바겐그룹코리아 주식회사,TT 1.8,1999-05-04,2000-08-11,2021-08-03,"특정 기간 내 특정 업체에서 생산된 운전석 에어백 유닛의 기밀성 불량으로 인하여, 사용 기간 중에 에어백 유닛으로 수분이 유입 될 가능성이 있습니다. 수분이 유입될 경우, 에어백 추진체(질산스트론튬)의 화학적 변형으로 인하여 추진체 특성이 변화될 수 있습니다. 이러한 경우, 에어백 전개 시 추진체가 설계 의도대로 작동하지 않을 가능성이 있습니다."
폭스바겐그룹코리아 주식회사,A8 2.8 quat.,1997-08-19,1997-09-09,2021-08-03,"특정 기간 내 특정 업체에서 생산된 운전석 에어백 유닛의 기밀성 불량으로 인하여, 사용 기간 중에 에어백 유닛으로 수분이 유입 될 가능성이 있습니다. 수분이 유입될 경우, 에어백 추진체(질산스트론튬)의 화학적 변형으로 인하여 추진체 특성이 변화될 수 있습니다. 이러한 경우, 에어백 전개 시 추진체가 설계 의도대로 작동하지 않을 가능성이 있습니다."
(주)재규어랜드로버코리아,디스커버리 D300,2020-09-17,2020-09-17,2021-08-06,디스커버리 일부차량 12V 배터리의 스터드와 연결배선 간 접촉불량으로 인하여 차량의 전원공급이 제대로 되지 않을 가능성.
(주)재규어랜드로버코리아,디스커버리 SD6,2019-08-28,2020-03-02,2021-08-06,디스커버리 일부차량 12V 배터리의 스터드와 연결배선 간 접촉불량으로 인하여 차량의 전원공급이 제대로 되지 않을 가능성.
(주)재규어랜드로버코리아,디스커버리 TD6,2018-10-18,2019-06-10,2021-08-06,디스커버리 일부차량 12V 배터리의 스터드와 연결배선 간 접촉불량으로 인하여 차량의 전원공급이 제대로 되지 않을 가능성.
(주)재규어랜드로버코리아,디스커버리 SD4,2019-11-04,2020-06-26,2021-08-06,디스커버리 일부차량 12V 배터리의 스터드와 연결배선 간 접촉불량으로 인하여 차량의 전원공급이 제대로 되지 않을 가능성.
(주)재규어랜드로버코리아,디스커버리 SD4,2019-01-21,2019-05-29,2021-08-06,디스커버리 일부차량 12V 배터리의 스터드와 연결배선 간 접촉불량으로 인하여 차량의 전원공급이 제대로 되지 않을 가능성.
메르세데스벤츠코리아(주),C 200 Cabriolet,2016-01-22,2018-02-28,2021-08-06,"엔진 컨트롤 유닛의 소프트웨어 오류(1)로 인하여 발전기 정류기 브릿지의 다이오드가 고장이 발생할 수 있습니다. (1) 엔진 컨트롤 유닛 소프트웨어 오류: 엔진 컨트롤 유닛은 발전기의 여자전류를 조절합니다. 여자전류가 높을수록 발전기의 출력 전력이 높아집니다. 그러나, 장시간 엔진 공회전시에는 발전기 다이오드에 발생된 폐열이 충분히 발산되지 못하여 발전기 다이오드가 과열되어 단락/고장이 발생할 수 있습니다. 그래서, 이번 엔진 컨트롤 유닛의 소프트웨어 업데이트를 통해 엔진 공회전 중에 발전기의 출력 전력이 제한되므로, 발전기 다이오드의 폐열이 감소합니다. 이는 다이오드의 과열 가능성을 방지할 수 있습니다. 장시간 엔진 공회전시에는 발전기 다이오드에 발생된 폐열이 충분히 발산되지 않아 다이오드가 과열되어 단락/고장이 발생할 수 있습니다. 이러한 경우 발전기에 과전류가 흘러 발전기가 과열될 수 있습니다."
메르세데스벤츠코리아(주),C 200 Coupe,2015-11-12,2018-02-28,2021-08-06,"엔진 컨트롤 유닛의 소프트웨어 오류(1)로 인하여 발전기 정류기 브릿지의 다이오드가 고장이 발생할 수 있습니다. (1) 엔진 컨트롤 유닛 소프트웨어 오류: 엔진 컨트롤 유닛은 발전기의 여자전류를 조절합니다. 여자전류가 높을수록 발전기의 출력 전력이 높아집니다. 그러나, 장시간 엔진 공회전시에는 발전기 다이오드에 발생된 폐열이 충분히 발산되지 못하여 발전기 다이오드가 과열되어 단락/고장이 발생할 수 있습니다. 그래서, 이번 엔진 컨트롤 유닛의 소프트웨어 업데이트를 통해 엔진 공회전 중에 발전기의 출력 전력이 제한되므로, 발전기 다이오드의 폐열이 감소합니다. 이는 다이오드의 과열 가능성을 방지할 수 있습니다. 장시간 엔진 공회전시에는 발전기 다이오드에 발생된 폐열이 충분히 발산되지 않아 다이오드가 과열되어 단락/고장이 발생할 수 있습니다. 이러한 경우 발전기에 과전류가 흘러 발전기가 과열될 수 있습니다."
